report_id,report_type,site_species_id,species_id,common_name,family,genus,species,infra_rank,infra_epithet,sec_infra_rank,sec_infra_epithet,cultivar,plant_group_id,official_budburst_species,location_id,latitude,longitude,locality,administrative_area_level_1,postal_code,administrative_area_level_2,country,observation_date,notes,observation_id,phenophase_id,phenophase_plant_structure,phenophase_title,pollinators_time_start,pollinators_time_end,pollinators_temperature_fahrenheit,pollinators_cloud_cover_id,pollinators_flowering_stage_id,pollinators_number_open_flowers,pollinators_plant_height,pollinators_ants,pollinators_bats,pollinators_bees_general,pollinators_bees_other,pollinators_beetles,pollinators_birds,pollinators_bumble_bees,pollinators_butterflies,pollinators_butterflies_moths,pollinators_carpenter_bees,pollinators_flies,pollinators_honey_bees,pollinators_large_bees_wasps,pollinators_metallic_green_bees,pollinators_moths,pollinators_not_sure,pollinators_small_bees_flies,pollinators_wasps,monarchs_patch_name,monarchs_monitoring_all_plants_in_patch,monarchs_number_of_plants_in_patch,monarchs_no_insects_present,monarchs_ants_present,monarchs_milkweed_aphids_present,monarchs_japanese_beetles_present,monarchs_milkweed_beetles_present,monarchs_milkweed_bugs_present,monarchs_other_insects_present,monarchs_spiders_present,monarchs_stem_plant_flowering_stage,monarchs_stem_number_flower_clusters,monarchs_stem_number_eggs,monarchs_stem_number_instar_1,monarchs_stem_number_instar_2_5,monarchs_stem_number_instar_2,monarchs_stem_number_instar_3,monarchs_stem_number_instar_4,monarchs_stem_number_instar_5
13992,phenology,33168,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,3811,40.307500000000000,-105.084000000000000,Berthoud,CO,80513,"Larimer County",US,04/26/2011,,13626,LU-FIRST,"Leaves Unfolding","First Leaf"
14367,phenology,5725,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,6052,42.141600000000000,-88.018300000000000,Palatine,IL,60074,"Cook County",US,03/21/2012,"Tight buds yeserday, unfurling today.",13939,FL-EARLY,Flowers,"Early Flowering"
14526,phenology,5811,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,6125,36.600000000000000,-82.204400000000000,Bristol,VA,24201,,US,03/23/2012,"Parent tree and 2 seedlings bloomed comple
tely in one day.",14097,FL-EARLY,Flowers,"Early Flowering"
14603,phenology,5843,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,6175,41.824000000000000,-124.148000000000000,"Crescent City",CA,95531,"Del Norte County",US,03/31/2012,"late, late, late",14163,FL-EARLY,Flowers,"Early Flowering"
14636,phenology,33168,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,3811,40.307500000000000,-105.084000000000000,Berthoud,CO,80513,"Larimer County",US,04/01/2012,,14195,FL-FIRST,Flowers,"First Flower"
14636,phenology,33168,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,3811,40.307500000000000,-105.084000000000000,Berthoud,CO,80513,"Larimer County",US,04/01/2012,,14234,FL-MIDDLE,Flowers,"Middle Flowering"
14669,phenology,5875,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,6210,40.015000000000000,-105.270000000000000,Boulder,CO,80302,"Boulder County",US,04/02/2012,,14227,FL-EARLY,Flowers,"Early Flowering"
18875,phenology,33168,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,3811,40.307500000000000,-105.084000000000000,Berthoud,CO,80513,"Larimer County",US,04/12/2013,,18027,LU-BUDBURST,"Leaves Unfolding","Leaf bud burst"
19080,phenology,7699,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,8369,39.162900000000000,-86.492100000000000,Bloomington,IN,47401,"Monroe County",US,03/28/2013,,18230,LU-BUDBURST,"Leaves Unfolding","Leaf bud burst"
19316,phenology,5725,184,"Sweet cherry",Rosaceae,Prunus,avium,,,,,,DTS,1,6052,42.141600000000000,-88.018300000000000,Palatine,IL,60074,"Cook County",US,04/29/2013,"Very late this year.",18454,FL-EARLY,Flowers,"Early Flowering"
